都道府県,都道府県コード,市区町村,市区町村コード,緯度,経度,イベント,発生件数,リンク
静岡県,22,焼津市,212,34.807418,138.317831,急ブレーキ,1,"https://www.google.com/maps?q=34.807418,138.317831"
静岡県,22,焼津市,212,34.862409,138.289563,急ブレーキ,2,"https://www.google.com/maps?q=34.862409,138.28956299"
静岡県,22,焼津市,212,34.864737,138.325317,急ブレーキ,2,"https://www.google.com/maps?q=34.864737,138.325317"
静岡県,22,焼津市,212,34.879927,138.300403,急ブレーキ,1,"https://www.google.com/maps?q=34.879927,138.30040299"
静岡県,22,焼津市,212,34.86548599,138.288951,急ブレーキ,1,"https://www.google.com/maps?q=34.86548599,138.288951"
静岡県,22,焼津市,212,34.864108,138.285059,急ブレーキ,1,"https://www.google.com/maps?q=34.864108,138.28505899"
静岡県,22,焼津市,212,34.859036,138.314615,急ブレーキ,1,"https://www.google.com/maps?q=34.859036,138.314615"
静岡県,22,焼津市,212,34.876785,138.304206,急ブレーキ,1,"https://www.google.com/maps?q=34.876785,138.304206"
静岡県,22,焼津市,212,34.877146,138.302366,急ブレーキ,1,"https://www.google.com/maps?q=34.877146,138.302366"
静岡県,22,焼津市,212,34.85431599,138.324205,急ブレーキ,1,"https://www.google.com/maps?q=34.85431599,138.324205"
静岡県,22,焼津市,212,34.857297,138.324468,急ブレーキ,1,"https://www.google.com/maps?q=34.857297,138.324468"
静岡県,22,焼津市,212,34.866762,138.325846,急ブレーキ,2,"https://www.google.com/maps?q=34.866762,138.325846"
静岡県,22,焼津市,212,34.86726,138.324882,急ブレーキ,1,"https://www.google.com/maps?q=34.86726,138.324882"
静岡県,22,焼津市,212,34.866887,138.325995,急ブレーキ,1,"https://www.google.com/maps?q=34.866887,138.325995"
静岡県,22,焼津市,212,34.87391,138.317307,急ブレーキ,1,"https://www.google.com/maps?q=34.87391,138.317307"
静岡県,22,焼津市,212,34.861654,138.30606,急ブレーキ,1,"https://www.google.com/maps?q=34.861654,138.30606"
静岡県,22,焼津市,212,34.85949,138.301339,急ブレーキ,2,"https://www.google.com/maps?q=34.85949,138.301339"
静岡県,22,焼津市,212,34.87278,138.324137,急ブレーキ,6,"https://www.google.com/maps?q=34.87278,138.324137"
静岡県,22,焼津市,212,34.870368,138.323819,急ブレーキ,3,"https://www.google.com/maps?q=34.870368,138.32381899"
静岡県,22,焼津市,212,34.868698,138.299931,急ブレーキ,2,"https://www.google.com/maps?q=34.868698,138.29993099"
静岡県,22,焼津市,212,34.86251399,138.325773,急ブレーキ,1,"https://www.google.com/maps?q=34.86251399,138.325773"
静岡県,22,焼津市,212,34.867302,138.324642,急ブレーキ,1,"https://www.google.com/maps?q=34.867302,138.324642"
静岡県,22,焼津市,212,34.868465,138.310768,急ブレーキ,1,"https://www.google.com/maps?q=34.868465,138.310768"
静岡県,22,焼津市,212,34.86224099,138.300891,急ブレーキ,1,"https://www.google.com/maps?q=34.86224099,138.300891"
静岡県,22,焼津市,212,34.874587,138.299662,急ブレーキ,1,"https://www.google.com/maps?q=34.874587,138.299662"
静岡県,22,焼津市,212,34.841436,138.317631,急ブレーキ,1,"https://www.google.com/maps?q=34.841436,138.317631"
静岡県,22,焼津市,212,34.85494099,138.30934,急ブレーキ,1,"https://www.google.com/maps?q=34.85494099,138.30934"
静岡県,22,焼津市,212,34.848829,138.322605,急ブレーキ,2,"https://www.google.com/maps?q=34.848829,138.322605"
静岡県,22,焼津市,212,34.87300299,138.325965,急ブレーキ,1,"https://www.google.com/maps?q=34.87300299,138.325965"
静岡県,22,焼津市,212,34.87333799,138.315519,急ブレーキ,1,"https://www.google.com/maps?q=34.87333799,138.315519"
静岡県,22,焼津市,212,34.873451,138.324173,急ブレーキ,1,"https://www.google.com/maps?q=34.873451,138.324173"
静岡県,22,焼津市,212,34.880476,138.315015,急ブレーキ,1,"https://www.google.com/maps?q=34.880476,138.31501499"
静岡県,22,焼津市,212,34.806405,138.317492,急ブレーキ,1,"https://www.google.com/maps?q=34.806405,138.31749199"
静岡県,22,焼津市,212,34.868316,138.321628,急ブレーキ,1,"https://www.google.com/maps?q=34.868316,138.321628"
静岡県,22,焼津市,212,34.85819999,138.318162,急ブレーキ,1,"https://www.google.com/maps?q=34.85819999,138.318162"
静岡県,22,焼津市,212,34.84247899,138.292975,急ブレーキ,1,"https://www.google.com/maps?q=34.84247899,138.292975"
静岡県,22,焼津市,212,34.867206,138.320474,急ブレーキ,1,"https://www.google.com/maps?q=34.867206,138.32047399"
静岡県,22,焼津市,212,34.788451,138.290676,急ブレーキ,1,"https://www.google.com/maps?q=34.788451,138.290676"
静岡県,22,焼津市,212,34.78790399,138.291547,急ブレーキ,1,"https://www.google.com/maps?q=34.78790399,138.291547"
静岡県,22,焼津市,212,34.86309099,138.314299,急ブレーキ,1,"https://www.google.com/maps?q=34.86309099,138.314299"
静岡県,22,焼津市,212,34.867663,138.31668,急ブレーキ,1,"https://www.google.com/maps?q=34.867663,138.31668"
静岡県,22,焼津市,212,34.86345699,138.300939,急ブレーキ,1,"https://www.google.com/maps?q=34.86345699,138.300939"
静岡県,22,焼津市,212,34.834497,138.311724,急ブレーキ,1,"https://www.google.com/maps?q=34.834497,138.311724"
静岡県,22,焼津市,212,34.857565,138.324457,急ブレーキ,1,"https://www.google.com/maps?q=34.857565,138.324457"
静岡県,22,焼津市,212,34.863856,138.314864,急ブレーキ,1,"https://www.google.com/maps?q=34.863856,138.314864"
静岡県,22,焼津市,212,34.837361,138.313102,急ブレーキ,2,"https://www.google.com/maps?q=34.837361,138.31310199"
静岡県,22,焼津市,212,34.835155,138.3177,急ブレーキ,1,"https://www.google.com/maps?q=34.835155,138.3177"
静岡県,22,焼津市,212,34.879271,138.329261,急ブレーキ,1,"https://www.google.com/maps?q=34.879271,138.329261"
静岡県,22,焼津市,212,34.851123,138.324096,急ブレーキ,1,"https://www.google.com/maps?q=34.851123,138.324096"
静岡県,22,焼津市,212,34.86643999,138.323092,急ブレーキ,1,"https://www.google.com/maps?q=34.86643999,138.323092"
静岡県,22,焼津市,212,34.799165,138.273617,急ブレーキ,1,"https://www.google.com/maps?q=34.799165,138.273617"
静岡県,22,焼津市,212,34.86782,138.316142,急ブレーキ,1,"https://www.google.com/maps?q=34.86782,138.316142"
静岡県,22,焼津市,212,34.845732,138.318059,急ブレーキ,1,"https://www.google.com/maps?q=34.845732,138.318059"
静岡県,22,焼津市,212,34.861355,138.28312,急ブレーキ,1,"https://www.google.com/maps?q=34.861355,138.28312"
静岡県,22,焼津市,212,34.853855,138.304134,急ブレーキ,1,"https://www.google.com/maps?q=34.853855,138.304134"
静岡県,22,焼津市,212,34.859237,138.301138,急ブレーキ,1,"https://www.google.com/maps?q=34.859237,138.301138"
静岡県,22,焼津市,212,34.871992,138.294877,急ブレーキ,1,"https://www.google.com/maps?q=34.871992,138.294877"
静岡県,22,焼津市,212,34.874992,138.296085,急ブレーキ,1,"https://www.google.com/maps?q=34.874992,138.296085"
